               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.022943,            0.030853,           0.0046056,             0.98548,             0.98368,             0.98549,             0.78634,            0.016855,            0.013521,           0.0029974,           0.0061637,           0.0061637,           0.0061637
                 157,            0.022424,            0.031806,           0.0050061,             0.98435,             0.98506,             0.98574,             0.78227,            0.017437,            0.013471,           0.0026494,            0.006139,            0.006139,            0.006139
                 158,            0.023148,            0.032465,           0.0053272,              0.9857,              0.9785,             0.98413,              0.7806,            0.016714,            0.013119,            0.002708,           0.0061142,           0.0061142,           0.0061142
                 159,            0.022856,            0.032437,           0.0047883,             0.98183,              0.9833,             0.98568,              0.7857,            0.016967,            0.013053,           0.0028791,           0.0060895,           0.0060895,           0.0060895
                 160,            0.022533,            0.031135,           0.0050706,             0.97667,                0.98,             0.98527,             0.78485,            0.016528,            0.012882,           0.0028267,           0.0060647,           0.0060647,           0.0060647
                 161,            0.022978,            0.033277,           0.0049281,             0.97531,             0.98322,             0.98638,             0.77814,            0.017168,             0.01363,            0.003075,             0.00604,             0.00604,             0.00604
                 162,            0.023331,            0.031767,           0.0050985,              0.9794,             0.98238,             0.98497,             0.78386,            0.016875,            0.012843,           0.0027996,           0.0060152,           0.0060152,           0.0060152
                 163,             0.02292,            0.033284,           0.0049572,             0.96849,             0.98285,             0.98637,             0.78825,            0.016902,            0.012641,           0.0030883,           0.0059905,           0.0059905,           0.0059905
                 164,            0.023257,            0.034116,           0.0048978,             0.97998,             0.98426,             0.98639,             0.78254,            0.017088,            0.012544,           0.0027202,           0.0059658,           0.0059658,           0.0059658
                 165,            0.023129,            0.032593,           0.0049224,             0.98548,             0.98335,             0.98652,             0.78691,            0.016866,            0.013038,           0.0029392,            0.005941,            0.005941,            0.005941
                 166,            0.022792,            0.031205,           0.0048349,             0.98057,             0.98287,             0.98789,             0.78616,            0.016489,            0.012954,           0.0026851,           0.0059163,           0.0059163,           0.0059163
                 167,            0.021657,            0.032779,            0.004262,              0.9777,             0.98473,             0.98839,             0.79512,            0.016134,            0.012689,           0.0027846,           0.0058915,           0.0058915,           0.0058915
                 168,            0.022016,             0.03317,           0.0043901,             0.98067,              0.9806,             0.98647,             0.78731,            0.016256,            0.012794,           0.0026404,           0.0058668,           0.0058668,           0.0058668
                 169,            0.022197,            0.033671,           0.0046605,             0.97635,             0.97753,             0.98593,             0.79342,            0.016032,            0.012854,           0.0028959,            0.005842,            0.005842,            0.005842
                 170,              0.0225,            0.034143,           0.0047952,             0.98782,             0.98565,             0.98483,             0.78554,             0.01679,            0.013198,           0.0028337,           0.0058173,           0.0058173,           0.0058173
                 171,            0.022345,            0.034737,           0.0047336,              0.9823,             0.97943,             0.98583,             0.78721,            0.016156,            0.012605,           0.0030538,           0.0057925,           0.0057925,           0.0057925
                 172,            0.022603,            0.032154,           0.0045574,             0.98005,              0.9805,             0.98756,             0.79244,            0.016575,            0.012929,           0.0031724,           0.0057678,           0.0057678,           0.0057678
                 173,            0.022567,            0.031683,            0.004738,             0.96849,             0.98428,             0.98719,             0.79141,            0.016187,            0.012905,           0.0030638,            0.005743,            0.005743,            0.005743
                 174,            0.022698,             0.03152,           0.0044713,             0.97753,             0.96758,              0.9869,             0.79544,            0.016665,            0.012493,           0.0031109,           0.0057183,           0.0057183,           0.0057183
                 175,            0.021437,              0.0329,           0.0047227,             0.96432,             0.98542,             0.98637,             0.79432,            0.016107,            0.012474,            0.003094,           0.0056935,           0.0056935,           0.0056935
                 176,            0.022332,            0.030294,           0.0044997,             0.97954,              0.9834,             0.98696,             0.78774,            0.017081,            0.012897,            0.002784,           0.0056688,           0.0056688,           0.0056688
                 177,            0.022791,            0.033657,           0.0051068,             0.97444,              0.9732,             0.98196,             0.79071,            0.016104,            0.012773,           0.0040243,            0.005644,            0.005644,            0.005644
                 178,            0.022983,            0.033781,           0.0050306,             0.97481,             0.97385,             0.98383,             0.79648,            0.016426,            0.012564,           0.0038933,           0.0056193,           0.0056193,           0.0056193
                 179,            0.021915,            0.033103,           0.0047658,             0.97283,             0.97937,             0.98486,             0.79507,            0.016038,            0.012675,           0.0037547,           0.0055945,           0.0055945,           0.0055945
                 180,            0.022117,            0.032347,           0.0044013,             0.97844,             0.97798,             0.98532,             0.78649,            0.016823,            0.012931,            0.003052,           0.0055698,           0.0055698,           0.0055698
                 181,             0.02183,            0.030693,           0.0045404,             0.96982,             0.98643,             0.98594,             0.79398,            0.016386,            0.013113,           0.0027704,            0.005545,            0.005545,            0.005545
                 182,             0.02233,            0.032381,            0.004438,             0.97265,                0.98,             0.98498,             0.79177,            0.016333,             0.01296,           0.0029163,           0.0055202,           0.0055202,           0.0055202
                 183,            0.022833,             0.03379,           0.0045871,             0.96987,             0.98471,             0.98501,             0.78802,            0.015914,            0.012683,           0.0028186,           0.0054955,           0.0054955,           0.0054955
                 184,            0.021787,             0.03265,           0.0045559,             0.97352,              0.9821,             0.98738,             0.79694,             0.01611,            0.012776,           0.0027452,           0.0054707,           0.0054707,           0.0054707
                 185,             0.02131,            0.033708,            0.004511,              0.9754,             0.97479,             0.98554,             0.78621,            0.016133,            0.013165,           0.0029608,            0.005446,            0.005446,            0.005446
                 186,            0.021386,            0.032092,           0.0046662,             0.96852,             0.97955,             0.98613,             0.78748,            0.016012,            0.012787,           0.0031153,           0.0054212,           0.0054212,           0.0054212
                 187,            0.022191,            0.033454,            0.005008,             0.96545,             0.98158,             0.98598,             0.79706,            0.016043,            0.012935,           0.0032487,           0.0053965,           0.0053965,           0.0053965
                 188,            0.021116,            0.031819,           0.0043863,             0.98097,             0.98419,             0.98497,              0.7856,            0.015988,             0.01298,           0.0028123,           0.0053717,           0.0053717,           0.0053717
                 189,            0.021538,            0.032396,           0.0045316,              0.9853,             0.98248,             0.98392,             0.78129,            0.016663,            0.013244,           0.0027351,            0.005347,            0.005347,            0.005347
                 190,            0.022476,            0.033233,           0.0043009,             0.98578,             0.98563,             0.98486,             0.79499,             0.01605,            0.012889,           0.0025718,           0.0053223,           0.0053223,           0.0053223
                 191,            0.022418,             0.02951,           0.0044534,             0.97832,             0.98417,             0.98532,             0.79157,            0.016634,            0.012751,           0.0028595,           0.0052975,           0.0052975,           0.0052975
                 192,            0.022123,            0.032686,           0.0042909,             0.98435,             0.98569,             0.98506,             0.78644,            0.016183,            0.012693,           0.0027866,           0.0052727,           0.0052727,           0.0052727
                 193,            0.021479,            0.032724,           0.0042273,             0.98127,             0.97984,             0.98533,              0.7836,            0.016608,            0.012759,            0.002972,            0.005248,            0.005248,            0.005248
                 194,             0.02219,             0.03091,           0.0045961,             0.97458,             0.98557,             0.98502,              0.7873,            0.016358,            0.013264,            0.002965,           0.0052233,           0.0052233,           0.0052233
                 195,            0.020919,            0.032066,           0.0045699,             0.97124,              0.9843,             0.98433,             0.79027,            0.015574,             0.01275,           0.0030897,           0.0051985,           0.0051985,           0.0051985
                 196,             0.02161,            0.033415,           0.0041631,             0.98376,             0.98322,             0.98478,              0.7956,            0.015672,             0.01281,           0.0029379,           0.0051737,           0.0051737,           0.0051737
                 197,            0.020484,            0.032871,           0.0042781,             0.97351,             0.98551,             0.98489,              0.7865,            0.016528,            0.013103,           0.0032309,            0.005149,            0.005149,            0.005149
                 198,            0.020981,            0.032068,            0.004272,             0.98045,             0.98548,             0.98579,             0.79071,            0.015924,            0.012998,           0.0029884,           0.0051243,           0.0051243,           0.0051243
                 199,            0.020472,            0.031675,            0.004095,             0.98613,             0.98017,             0.98679,             0.79725,            0.015787,            0.012688,           0.0028333,           0.0050995,           0.0050995,           0.0050995
                 200,            0.021069,            0.031403,           0.0044238,             0.98552,              0.9813,             0.98561,             0.79796,            0.015723,            0.012785,           0.0027728,           0.0050747,           0.0050747,           0.0050747
                 201,            0.021609,            0.032209,           0.0041944,             0.97447,             0.98262,             0.98538,             0.79657,            0.015974,            0.012533,           0.0030756,             0.00505,             0.00505,             0.00505
                 202,            0.021577,            0.031982,           0.0042164,             0.97387,             0.97948,              0.9844,             0.79029,             0.01593,            0.012402,            0.003192,           0.0050253,           0.0050253,           0.0050253
                 203,            0.020923,            0.031681,           0.0038248,             0.98314,             0.98441,             0.98611,             0.79587,            0.016094,            0.012524,           0.0024004,           0.0050005,           0.0050005,           0.0050005
                 204,            0.020879,            0.032832,           0.0041501,             0.98159,             0.98027,             0.98636,             0.79479,            0.015757,            0.012567,           0.0024757,           0.0049758,           0.0049758,           0.0049758
                 205,            0.020121,            0.030796,           0.0041191,             0.97259,             0.98081,             0.98439,             0.78797,            0.016228,            0.012606,            0.002642,            0.004951,            0.004951,            0.004951
                 206,            0.021663,            0.031191,           0.0041741,             0.97848,             0.98282,             0.98562,             0.79161,            0.016556,            0.012671,           0.0025815,           0.0049263,           0.0049263,           0.0049263
                 207,            0.020648,            0.031353,           0.0042551,             0.98154,             0.97902,             0.98545,             0.79044,            0.016121,            0.012653,           0.0028315,           0.0049015,           0.0049015,           0.0049015
                 208,            0.021612,            0.030313,           0.0042184,             0.98501,             0.98497,             0.98577,              0.7957,            0.015943,            0.012454,           0.0022804,           0.0048768,           0.0048768,           0.0048768
                 209,            0.020848,            0.031221,           0.0040224,             0.97892,             0.98233,             0.98456,             0.79229,            0.016302,            0.012459,           0.0026945,            0.004852,            0.004852,            0.004852
                 210,            0.021357,            0.031041,           0.0043076,             0.98138,              0.9752,             0.98422,             0.78815,            0.015828,            0.012429,           0.0027473,           0.0048272,           0.0048272,           0.0048272
                 211,            0.020775,             0.03069,               0.004,             0.98079,             0.97076,             0.98332,             0.78917,            0.016093,            0.012419,           0.0030933,           0.0048025,           0.0048025,           0.0048025
                 212,            0.021372,            0.031414,           0.0038984,             0.97856,             0.97864,              0.9846,             0.79153,            0.015469,            0.012602,           0.0029343,           0.0047778,           0.0047778,           0.0047778
                 213,            0.020835,            0.029984,           0.0042641,             0.97041,             0.98248,             0.98456,             0.78952,            0.016132,            0.012812,           0.0031049,            0.004753,            0.004753,            0.004753
                 214,            0.021018,            0.031314,           0.0041457,             0.96959,             0.98107,             0.98441,             0.78955,            0.015777,            0.012551,           0.0033637,           0.0047283,           0.0047283,           0.0047283
                 215,            0.020524,            0.029483,           0.0040659,             0.97616,             0.97385,             0.98573,             0.79281,            0.016168,            0.012706,           0.0030435,           0.0047035,           0.0047035,           0.0047035
                 216,            0.021299,            0.032533,           0.0039321,             0.98267,             0.97763,             0.98563,             0.79956,            0.015624,            0.012545,           0.0030651,           0.0046788,           0.0046788,           0.0046788
                 217,            0.020375,            0.031072,            0.003657,             0.98557,             0.98578,               0.987,             0.79773,            0.016499,            0.012635,            0.002353,            0.004654,            0.004654,            0.004654
                 218,            0.020948,            0.030215,           0.0037615,             0.98586,             0.98587,             0.98634,             0.78796,            0.015944,            0.012542,           0.0023745,           0.0046293,           0.0046293,           0.0046293
                 219,            0.020646,            0.029255,           0.0041528,             0.98738,             0.98044,             0.98597,             0.79137,            0.016138,            0.012573,            0.002462,           0.0046045,           0.0046045,           0.0046045
                 220,            0.020723,            0.032883,           0.0042823,             0.97945,             0.97971,             0.98507,              0.7926,            0.015771,            0.012459,           0.0027177,           0.0045798,           0.0045798,           0.0045798
                 221,            0.020702,            0.033684,           0.0040223,             0.97926,             0.98578,             0.98553,             0.79564,            0.016035,             0.01259,           0.0024535,            0.004555,            0.004555,            0.004555
                 222,            0.020835,            0.029559,           0.0043753,             0.97982,             0.98562,             0.98591,             0.79475,            0.016224,            0.012672,           0.0025191,           0.0045303,           0.0045303,           0.0045303
                 223,            0.019965,            0.029414,           0.0036034,              0.9808,              0.9852,             0.98747,             0.79696,            0.015928,            0.012504,           0.0025737,           0.0045055,           0.0045055,           0.0045055
                 224,            0.019924,             0.03131,           0.0040844,              0.9849,             0.98116,             0.98656,             0.79937,            0.015514,            0.012414,           0.0023652,           0.0044808,           0.0044808,           0.0044808
                 225,                0.02,            0.030528,           0.0039703,             0.98466,              0.9753,               0.984,             0.79911,            0.015822,            0.012456,           0.0026953,            0.004456,            0.004456,            0.004456
                 226,            0.020006,            0.031254,           0.0036756,             0.98249,             0.98452,             0.98329,             0.79762,            0.015725,            0.012385,            0.002673,           0.0044313,           0.0044313,           0.0044313
                 227,            0.019796,            0.029238,           0.0038764,             0.98256,             0.97988,             0.98386,             0.79311,            0.015713,            0.012669,           0.0029801,           0.0044065,           0.0044065,           0.0044065
                 228,            0.019823,            0.030045,           0.0037958,             0.98028,             0.98416,             0.98371,             0.79036,            0.016112,            0.012724,           0.0026564,           0.0043818,           0.0043818,           0.0043818
                 229,            0.020373,            0.030026,           0.0039108,             0.97402,             0.98276,              0.9834,             0.79445,            0.016037,            0.012551,           0.0029077,            0.004357,            0.004357,            0.004357
                 230,            0.020286,            0.031171,           0.0036482,             0.98417,             0.97704,             0.98345,             0.79268,            0.015774,            0.012684,           0.0029878,           0.0043323,           0.0043323,           0.0043323
                 231,            0.020283,            0.030463,           0.0039183,              0.9878,             0.98001,             0.98399,             0.78875,            0.015723,            0.012554,            0.002303,           0.0043075,           0.0043075,           0.0043075
                 232,            0.020965,            0.030146,           0.0038388,             0.98824,             0.98074,             0.98548,             0.79347,            0.015302,            0.012504,           0.0023498,           0.0042828,           0.0042828,           0.0042828
                 233,            0.020021,            0.029772,           0.0041914,             0.98601,             0.97777,             0.98468,             0.79229,            0.015521,            0.012515,           0.0028813,            0.004258,            0.004258,            0.004258
                 234,            0.020068,            0.029987,           0.0038729,             0.98281,             0.97798,             0.98457,             0.79443,            0.015654,            0.012637,           0.0032089,           0.0042333,           0.0042333,           0.0042333
                 235,            0.020172,            0.030451,            0.003722,               0.983,             0.98281,             0.98472,             0.78826,            0.016287,            0.012667,            0.003065,           0.0042085,           0.0042085,           0.0042085
                 236,             0.02046,            0.030435,           0.0040815,             0.98427,             0.98007,             0.98521,             0.79652,            0.015625,            0.012604,           0.0028052,           0.0041837,           0.0041837,           0.0041837
                 237,            0.019573,            0.030036,           0.0039022,             0.98316,             0.98251,             0.98482,             0.79659,            0.015584,            0.012621,           0.0025898,            0.004159,            0.004159,            0.004159
                 238,             0.01945,            0.028563,           0.0036337,             0.98467,             0.98543,             0.98448,             0.79537,             0.01588,            0.012621,           0.0024546,           0.0041342,           0.0041342,           0.0041342
                 239,            0.019578,            0.030448,           0.0035425,             0.98658,             0.96816,             0.98362,             0.79713,            0.015754,            0.012784,           0.0029883,           0.0041095,           0.0041095,           0.0041095
                 240,            0.019323,            0.029905,           0.0038295,              0.9808,             0.97503,             0.98501,             0.79623,            0.015863,            0.012605,            0.002908,           0.0040847,           0.0040847,           0.0040847
                 241,            0.019982,            0.030464,           0.0040161,             0.97982,             0.98562,             0.98547,             0.78931,            0.016272,            0.012848,             0.00264,             0.00406,             0.00406,             0.00406
                 242,            0.019829,            0.030401,           0.0034885,             0.98381,             0.98511,             0.98412,             0.78621,            0.016719,            0.012804,           0.0026895,           0.0040352,           0.0040352,           0.0040352
                 243,            0.019386,            0.029804,            0.003615,             0.98455,             0.98568,             0.98577,             0.78891,             0.01612,            0.012729,           0.0028087,           0.0040105,           0.0040105,           0.0040105
                 244,            0.019892,            0.030731,           0.0036086,             0.97854,             0.98389,             0.98529,             0.79421,            0.015852,            0.012679,           0.0032794,           0.0039857,           0.0039857,           0.0039857
                 245,            0.019513,            0.028397,           0.0044166,             0.98244,             0.98417,             0.98352,             0.79382,            0.016014,            0.012839,           0.0032504,            0.003961,            0.003961,            0.003961
                 246,            0.019353,             0.03087,           0.0040902,             0.98348,             0.98543,             0.98371,             0.79293,             0.01572,            0.012938,           0.0029337,           0.0039362,           0.0039362,           0.0039362
                 247,            0.019616,            0.031516,           0.0041108,             0.97863,             0.97798,             0.98485,             0.79436,             0.01575,            0.012746,           0.0032643,           0.0039115,           0.0039115,           0.0039115
                 248,             0.02021,            0.029286,           0.0036765,             0.98651,             0.98071,             0.98488,             0.79605,            0.015686,            0.012637,           0.0029741,           0.0038867,           0.0038867,           0.0038867
                 249,            0.019665,            0.029256,           0.0038341,             0.98686,             0.98459,             0.98509,             0.79099,            0.016236,            0.012901,           0.0024813,            0.003862,            0.003862,            0.003862
                 250,            0.019504,            0.029119,           0.0034741,             0.97479,              0.9782,             0.98406,              0.7917,            0.015916,            0.012705,           0.0032283,           0.0038372,           0.0038372,           0.0038372
                 251,            0.019152,            0.029045,           0.0035243,              0.9772,             0.97997,             0.98481,             0.79473,            0.015598,            0.012626,           0.0031182,           0.0038125,           0.0038125,           0.0038125
                 252,            0.019541,            0.029504,           0.0036738,             0.98687,             0.96056,             0.98404,             0.79576,             0.01622,            0.012898,           0.0032907,           0.0037878,           0.0037878,           0.0037878
                 253,            0.019208,            0.028737,           0.0034069,             0.97601,             0.98543,             0.98375,             0.78733,            0.015949,            0.012832,           0.0031724,            0.003763,            0.003763,            0.003763
                 254,            0.019202,            0.032478,           0.0036185,             0.98137,             0.98511,             0.98433,             0.79466,            0.016001,            0.012856,           0.0029621,           0.0037383,           0.0037383,           0.0037383
                 255,            0.018913,            0.029415,           0.0033938,             0.98241,             0.97971,              0.9842,             0.78981,            0.015542,            0.012862,           0.0028914,           0.0037135,           0.0037135,           0.0037135
                 256,            0.019421,            0.030297,            0.003316,             0.98444,             0.97988,             0.98403,             0.79401,             0.01538,            0.012579,           0.0028256,           0.0036888,           0.0036888,           0.0036888
                 257,            0.018918,             0.02943,           0.0035404,             0.98581,             0.98566,             0.98556,             0.79496,             0.01546,            0.012558,           0.0021291,            0.003664,            0.003664,            0.003664
                 258,            0.019105,            0.028737,           0.0037494,             0.98639,              0.9746,             0.98636,             0.79464,             0.01565,            0.012745,           0.0023808,           0.0036393,           0.0036393,           0.0036393
                 259,             0.01905,            0.028452,           0.0034847,             0.97082,             0.98465,             0.98584,              0.7918,            0.015745,            0.012843,           0.0025368,           0.0036145,           0.0036145,           0.0036145
                 260,            0.019371,            0.030145,            0.003201,             0.98164,             0.98193,             0.98568,             0.79431,            0.016231,             0.01283,           0.0025537,           0.0035898,           0.0035898,           0.0035898
                 261,            0.018953,            0.029189,           0.0033411,             0.98214,             0.98144,             0.98571,             0.79756,            0.015855,            0.012827,           0.0025273,            0.003565,            0.003565,            0.003565
                 262,            0.018945,             0.02966,           0.0033253,             0.97972,             0.98298,             0.98612,             0.79563,            0.015785,            0.012676,           0.0025498,           0.0035403,           0.0035403,           0.0035403
                 263,            0.019072,             0.02848,           0.0035117,             0.98491,             0.96734,              0.9859,             0.79242,            0.015668,            0.012655,           0.0028075,           0.0035155,           0.0035155,           0.0035155
                 264,            0.019227,            0.028886,           0.0034524,             0.97699,             0.97714,             0.98667,             0.78912,            0.015893,            0.012767,           0.0031939,           0.0034908,           0.0034908,           0.0034908
                 265,            0.019637,            0.031892,           0.0035236,             0.97683,             0.97986,             0.98791,             0.79482,            0.015811,             0.01252,           0.0032123,            0.003466,            0.003466,            0.003466
                 266,             0.01927,            0.028565,           0.0035718,             0.96865,             0.98329,             0.98649,             0.79458,            0.016273,            0.012564,           0.0030855,           0.0034413,           0.0034413,           0.0034413
                 267,            0.019346,            0.032683,           0.0036459,             0.98288,             0.96473,             0.98656,             0.79523,            0.015851,            0.012963,           0.0031017,           0.0034165,           0.0034165,           0.0034165
                 268,            0.018839,            0.029211,           0.0033801,             0.97942,              0.9823,             0.98568,             0.79603,            0.015788,             0.01258,           0.0024176,           0.0033918,           0.0033918,           0.0033918
                 269,            0.019321,             0.02958,           0.0037126,             0.98691,             0.98315,             0.98518,             0.79675,            0.015832,            0.012817,           0.0023158,            0.003367,            0.003367,            0.003367
                 270,            0.018788,            0.028863,           0.0034597,             0.97842,             0.98512,             0.98472,             0.79533,            0.015811,            0.012594,           0.0022336,           0.0033423,           0.0033423,           0.0033423
                 271,            0.018761,              0.0292,           0.0034091,             0.98393,             0.98339,             0.98574,             0.79698,            0.015607,            0.012743,           0.0021945,           0.0033175,           0.0033175,           0.0033175
                 272,            0.019173,            0.028788,            0.003386,             0.98585,             0.97829,             0.98584,             0.79833,             0.01586,            0.012771,            0.002316,           0.0032928,           0.0032928,           0.0032928
                 273,            0.018283,            0.029688,           0.0033771,             0.98705,             0.98034,             0.98477,             0.79277,            0.015772,            0.012682,           0.0022664,            0.003268,            0.003268,            0.003268
                 274,            0.017893,            0.028901,           0.0034133,              0.9873,             0.98286,             0.98679,             0.79658,            0.016011,            0.012672,           0.0020916,           0.0032433,           0.0032433,           0.0032433
                 275,            0.018995,            0.029745,           0.0037824,              0.9863,              0.9837,             0.98625,             0.80044,            0.015871,            0.012818,           0.0021856,           0.0032185,           0.0032185,           0.0032185
                 276,            0.018349,            0.028543,           0.0031853,             0.98455,             0.98522,             0.98549,             0.79086,            0.015787,            0.012789,           0.0022704,           0.0031938,           0.0031938,           0.0031938
                 277,            0.019101,            0.029191,           0.0036773,             0.98627,              0.9855,             0.98636,             0.79772,            0.016013,            0.012733,           0.0021996,            0.003169,            0.003169,            0.003169
                 278,            0.018342,            0.028752,            0.003435,             0.98616,              0.9797,             0.98624,             0.79395,            0.015822,            0.012619,           0.0023435,           0.0031443,           0.0031443,           0.0031443
                 279,            0.018969,            0.028417,           0.0033784,             0.98062,             0.97837,             0.98603,             0.79467,             0.01595,            0.012635,           0.0025355,           0.0031195,           0.0031195,           0.0031195
                 280,              0.0192,            0.029012,           0.0037261,              0.9768,              0.9737,             0.98626,              0.7984,            0.015807,            0.012637,           0.0028292,           0.0030948,           0.0030948,           0.0030948
                 281,            0.018667,            0.028119,           0.0034308,             0.98623,              0.9832,              0.9859,             0.79777,            0.015852,            0.012604,           0.0023423,             0.00307,             0.00307,             0.00307
                 282,            0.019202,            0.028826,           0.0034602,             0.98131,              0.9824,             0.98538,             0.79714,            0.015729,             0.01263,           0.0025279,           0.0030452,           0.0030452,           0.0030452
                 283,            0.018068,            0.026982,           0.0033319,             0.98675,              0.9788,             0.98608,              0.7945,            0.015622,            0.012619,           0.0024684,           0.0030205,           0.0030205,           0.0030205
                 284,            0.018134,            0.028915,            0.002981,             0.98375,             0.98261,             0.98704,             0.79362,            0.015624,            0.012789,           0.0024039,           0.0029957,           0.0029957,           0.0029957
                 285,            0.018277,            0.029039,           0.0030813,             0.98451,             0.98338,             0.98735,             0.79502,            0.015563,            0.012713,           0.0023976,            0.002971,            0.002971,            0.002971
                 286,            0.018686,            0.028434,           0.0033101,              0.9878,             0.98292,             0.98665,             0.79903,            0.015444,            0.012553,           0.0021569,           0.0029462,           0.0029462,           0.0029462
                 287,            0.018088,             0.02815,           0.0031792,             0.98689,             0.97779,             0.98497,             0.79677,            0.015444,            0.012502,           0.0028865,           0.0029215,           0.0029215,           0.0029215
                 288,             0.01831,            0.029097,           0.0033707,             0.98141,             0.97652,             0.98556,             0.79584,            0.015547,            0.012565,           0.0028361,           0.0028967,           0.0028967,           0.0028967
                 289,            0.018536,            0.029376,           0.0033471,             0.98424,             0.97877,             0.98622,             0.79193,            0.015745,            0.012628,            0.002615,            0.002872,            0.002872,            0.002872
                 290,            0.018196,            0.028286,           0.0033744,             0.98699,              0.9805,              0.9873,              0.7929,            0.015658,            0.012656,           0.0023751,           0.0028472,           0.0028472,           0.0028472
                 291,            0.018725,             0.02666,           0.0034905,             0.98588,             0.97819,             0.98664,             0.79388,            0.015941,            0.012746,            0.002558,           0.0028225,           0.0028225,           0.0028225
                 292,            0.018463,             0.02929,           0.0031073,             0.98555,             0.98374,             0.98665,             0.79556,            0.015863,            0.012659,           0.0021719,           0.0027977,           0.0027977,           0.0027977
                 293,            0.018212,            0.027992,           0.0032135,             0.98769,             0.98394,             0.98655,             0.79444,            0.016522,            0.012845,           0.0022626,            0.002773,            0.002773,            0.002773
                 294,             0.01836,            0.028351,           0.0033422,              0.9859,             0.98482,             0.98711,             0.79365,            0.015779,            0.012628,           0.0023998,           0.0027482,           0.0027482,           0.0027482
                 295,            0.017911,            0.028895,           0.0032134,             0.98559,             0.98351,             0.98798,             0.79181,            0.015716,            0.012599,           0.0023612,           0.0027235,           0.0027235,           0.0027235
                 296,            0.017894,             0.02908,           0.0031164,             0.98533,             0.98132,             0.98785,             0.79528,            0.015469,             0.01267,           0.0023022,           0.0026987,           0.0026987,           0.0026987
                 297,            0.018085,            0.029243,           0.0031063,             0.98428,             0.98063,             0.98786,             0.79761,            0.015862,            0.012735,           0.0025183,            0.002674,            0.002674,            0.002674
                 298,            0.017728,            0.027327,            0.002931,             0.98262,             0.97953,             0.98741,             0.79653,            0.015966,            0.012669,           0.0025436,           0.0026492,           0.0026492,           0.0026492
                 299,            0.018355,            0.028491,           0.0032946,              0.9872,             0.98367,             0.98725,             0.79691,            0.015523,            0.012643,           0.0022194,           0.0026245,           0.0026245,           0.0026245
                 300,            0.018001,            0.027734,           0.0031356,             0.98287,             0.98388,             0.98689,             0.79366,            0.015772,             0.01265,           0.0023852,           0.0025997,           0.0025997,           0.0025997
                 301,            0.018105,            0.028817,           0.0032643,             0.98634,             0.98566,             0.98699,             0.79539,             0.01617,            0.012828,           0.0022103,            0.002575,            0.002575,            0.002575
                 302,            0.018196,            0.028122,           0.0032471,             0.98653,             0.98548,              0.9872,             0.79806,             0.01581,            0.012835,           0.0020575,           0.0025503,           0.0025503,           0.0025503
                 303,            0.017325,            0.026598,           0.0029857,             0.98539,             0.98429,             0.98813,             0.79902,            0.015983,            0.012791,           0.0022679,           0.0025255,           0.0025255,           0.0025255
                 304,            0.017557,            0.027964,           0.0029076,             0.98535,             0.98502,             0.98744,              0.7948,            0.015993,            0.012799,           0.0024029,           0.0025008,           0.0025008,           0.0025008
                 305,            0.017735,            0.027579,           0.0032829,             0.98266,             0.98335,             0.98751,             0.80147,            0.015747,            0.012635,           0.0024805,            0.002476,            0.002476,            0.002476
                 306,            0.017998,            0.027712,           0.0032123,             0.98545,             0.97735,             0.98759,             0.79488,            0.015669,            0.012511,           0.0026794,           0.0024513,           0.0024513,           0.0024513
                 307,            0.018065,            0.027798,           0.0032343,             0.98552,             0.98137,             0.98907,             0.79866,            0.015781,            0.012804,           0.0024697,           0.0024265,           0.0024265,           0.0024265
                 308,            0.017945,              0.0291,           0.0030909,             0.98713,             0.98199,              0.9885,             0.79071,            0.015731,            0.012791,           0.0022916,           0.0024018,           0.0024018,           0.0024018
                 309,              0.0181,            0.028685,           0.0031552,             0.98726,             0.97839,             0.98783,             0.79022,            0.015902,            0.012858,           0.0021253,            0.002377,            0.002377,            0.002377
                 310,            0.018194,            0.030268,           0.0033477,             0.98733,             0.97945,             0.98729,             0.79056,            0.015998,            0.012844,           0.0021559,           0.0023523,           0.0023523,           0.0023523
                 311,            0.017821,            0.028952,           0.0033852,             0.98868,             0.98073,             0.98728,             0.79358,             0.01623,            0.012863,           0.0021099,           0.0023275,           0.0023275,           0.0023275
                 312,            0.017466,            0.028578,           0.0028869,             0.98774,             0.98156,             0.98743,             0.79706,            0.015977,            0.012917,           0.0021939,           0.0023028,           0.0023028,           0.0023028
                 313,            0.017438,            0.028028,           0.0029892,             0.98779,             0.98522,             0.98758,             0.79301,            0.015949,            0.012895,           0.0021214,            0.002278,            0.002278,            0.002278
                 314,            0.017393,            0.028613,            0.003003,             0.98735,             0.98389,             0.98734,             0.79009,            0.016079,            0.013061,           0.0021881,           0.0022533,           0.0022533,           0.0022533
                 315,            0.017903,            0.026647,            0.003106,             0.98741,             0.98383,             0.98777,             0.79631,            0.015988,            0.012978,            0.002194,           0.0022285,           0.0022285,           0.0022285
                 316,            0.017282,            0.028308,           0.0029498,             0.98773,             0.98467,             0.98815,             0.79348,            0.016006,            0.012918,           0.0021885,           0.0022038,           0.0022038,           0.0022038
