               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 317,            0.017589,            0.028424,           0.0028202,              0.9872,              0.9792,             0.98815,             0.79645,            0.016027,            0.012821,           0.0023591,            0.002179,            0.002179,            0.002179
                 318,            0.017898,            0.027341,           0.0032553,             0.98596,             0.98523,             0.98828,             0.79427,             0.01569,            0.012675,           0.0021625,           0.0021543,           0.0021543,           0.0021543
                 319,            0.017563,            0.027512,            0.002954,             0.98691,             0.98557,             0.98948,              0.7988,            0.015564,            0.012627,           0.0020736,           0.0021295,           0.0021295,           0.0021295
                 320,            0.017162,            0.026353,           0.0031268,             0.98841,             0.98553,             0.98977,             0.79341,            0.015815,            0.012767,           0.0019306,           0.0021048,           0.0021048,           0.0021048
                 321,            0.017365,            0.028784,           0.0028992,             0.98617,             0.98521,              0.9884,             0.78972,            0.015808,            0.012816,           0.0022179,             0.00208,             0.00208,             0.00208
                 322,            0.017319,            0.028695,           0.0030141,              0.9835,             0.97933,             0.98781,              0.7899,            0.015774,            0.012956,            0.002359,           0.0020553,           0.0020553,           0.0020553
                 323,            0.017603,            0.027079,           0.0030576,             0.97046,             0.98385,             0.98762,             0.79118,            0.015677,            0.012981,           0.0024212,           0.0020305,           0.0020305,           0.0020305
                 324,            0.017515,            0.028146,            0.003104,             0.97706,             0.97701,             0.98754,             0.80161,            0.015532,            0.012828,           0.0026156,           0.0020058,           0.0020058,           0.0020058
                 325,            0.016846,            0.027027,           0.0027197,             0.98345,             0.97755,             0.98805,              0.8014,            0.015528,            0.012842,           0.0024929,            0.001981,            0.001981,            0.001981
                 326,            0.017148,            0.027654,            0.003005,             0.98423,             0.97998,             0.98833,             0.80127,            0.015502,            0.012772,           0.0024058,           0.0019563,           0.0019563,           0.0019563
                 327,             0.01743,            0.028322,           0.0029367,             0.98503,             0.98015,             0.98806,             0.80237,             0.01564,            0.012792,           0.0023727,           0.0019315,           0.0019315,           0.0019315
                 328,            0.017917,            0.027196,           0.0029646,             0.98655,             0.98007,             0.98791,             0.80132,            0.015604,            0.012941,           0.0023103,           0.0019068,           0.0019068,           0.0019068
                 329,            0.017252,            0.028405,           0.0030741,             0.98154,             0.98458,             0.98793,             0.79632,            0.015834,            0.012891,           0.0023384,            0.001882,            0.001882,            0.001882
                 330,            0.017222,             0.02758,           0.0030831,             0.97882,             0.97519,             0.98773,             0.79805,            0.015542,            0.012737,           0.0029716,           0.0018572,           0.0018572,           0.0018572
                 331,            0.016891,            0.028694,           0.0030083,             0.98181,             0.97251,             0.98749,              0.7952,             0.01577,            0.012864,           0.0028436,           0.0018325,           0.0018325,           0.0018325
                 332,              0.0167,            0.027966,           0.0028611,             0.98402,             0.97695,             0.98785,             0.79673,             0.01561,            0.012827,           0.0025411,           0.0018077,           0.0018077,           0.0018077
                 333,            0.016985,             0.02628,             0.00288,             0.98352,             0.97762,             0.98748,             0.79546,            0.015687,            0.012772,           0.0027175,            0.001783,            0.001783,            0.001783
                 334,            0.017101,            0.025958,           0.0025933,             0.98419,             0.97988,             0.98701,             0.79463,            0.015741,            0.012964,           0.0025919,           0.0017582,           0.0017582,           0.0017582
                 335,            0.017466,            0.026268,            0.003069,              0.9866,             0.97988,             0.98686,             0.79341,            0.015968,            0.012989,           0.0026302,           0.0017335,           0.0017335,           0.0017335
                 336,            0.016697,             0.02652,           0.0026259,             0.97981,             0.97917,             0.98691,             0.79538,            0.015683,             0.01293,           0.0030195,           0.0017087,           0.0017087,           0.0017087
                 337,            0.016994,              0.0273,           0.0027743,             0.97974,             0.97988,             0.98683,             0.79145,            0.015565,               0.013,           0.0028408,            0.001684,            0.001684,            0.001684
                 338,            0.017096,            0.028416,           0.0028578,             0.98769,             0.98002,             0.98704,             0.79395,            0.015648,            0.012907,           0.0023986,           0.0016592,           0.0016592,           0.0016592
                 339,            0.017171,            0.027996,           0.0027494,             0.98894,             0.98093,             0.98711,             0.79572,            0.015514,            0.012847,           0.0021428,           0.0016345,           0.0016345,           0.0016345
                 340,            0.017269,             0.02846,           0.0027641,             0.98178,             0.97977,              0.9862,             0.79308,             0.01553,            0.012795,            0.002891,           0.0016097,           0.0016097,           0.0016097
                 341,              0.0163,              0.0285,            0.002815,             0.98109,             0.98006,             0.98681,             0.79299,            0.015641,            0.012772,           0.0030496,            0.001585,            0.001585,            0.001585
                 342,            0.016827,            0.027449,           0.0029729,             0.98827,             0.97937,               0.988,             0.79741,            0.015669,            0.012796,           0.0021911,           0.0015602,           0.0015602,           0.0015602
                 343,            0.016685,            0.027558,           0.0027938,             0.98831,             0.98556,             0.98792,             0.79851,            0.015644,            0.012868,           0.0018111,           0.0015355,           0.0015355,           0.0015355
                 344,            0.016877,            0.027745,           0.0027715,             0.98864,             0.98217,             0.98775,             0.80033,            0.015467,            0.012795,           0.0019529,           0.0015107,           0.0015107,           0.0015107
                 345,            0.017049,            0.028509,           0.0028144,              0.9907,             0.98064,             0.98779,             0.79573,            0.015566,            0.012797,            0.002355,            0.001486,            0.001486,            0.001486
                 346,            0.017124,            0.029157,           0.0031565,             0.98546,             0.98003,             0.98709,             0.79776,            0.015431,            0.012704,            0.002887,           0.0014612,           0.0014612,           0.0014612
                 347,            0.016752,            0.027804,           0.0026691,             0.98119,             0.97941,             0.98591,              0.7971,            0.015391,            0.012734,           0.0032338,           0.0014365,           0.0014365,           0.0014365
                 348,            0.016602,             0.02568,           0.0025443,             0.98861,             0.98087,             0.98784,             0.80202,            0.015644,            0.012921,           0.0024784,           0.0014117,           0.0014117,           0.0014117
                 349,            0.017201,            0.028262,           0.0030878,             0.98791,             0.98151,             0.98817,             0.79893,            0.015638,            0.012844,           0.0023993,            0.001387,            0.001387,            0.001387
                 350,            0.016745,            0.026927,           0.0027218,             0.98335,             0.98007,             0.98761,             0.79575,            0.015679,            0.012809,           0.0027244,           0.0013622,           0.0013622,           0.0013622
                 351,            0.016832,            0.026648,           0.0025957,             0.98947,             0.98077,             0.98804,             0.79664,            0.015544,            0.012833,           0.0024133,           0.0013375,           0.0013375,           0.0013375
                 352,            0.016569,            0.026729,           0.0026946,             0.98744,             0.98133,             0.98806,             0.79779,            0.015464,             0.01273,            0.002333,           0.0013128,           0.0013128,           0.0013128
                 353,            0.016811,            0.028502,           0.0027454,             0.98687,             0.98224,             0.98786,              0.7934,            0.015459,             0.01289,            0.002296,            0.001288,            0.001288,            0.001288
                 354,            0.016804,            0.027333,           0.0026894,             0.98732,              0.9826,             0.98822,             0.79624,            0.015619,            0.012936,           0.0021673,           0.0012633,           0.0012633,           0.0012633
                 355,            0.016979,            0.027155,           0.0028376,             0.98417,             0.98192,             0.98852,             0.79359,            0.015532,            0.012923,           0.0023405,           0.0012385,           0.0012385,           0.0012385
                 356,            0.016415,            0.026603,             0.00273,             0.98743,             0.97438,             0.98802,             0.79595,            0.015525,            0.012776,            0.002419,           0.0012138,           0.0012138,           0.0012138
                 357,            0.017311,            0.028486,            0.003048,             0.98624,              0.9762,             0.98732,             0.79384,            0.015641,            0.012771,           0.0023927,            0.001189,            0.001189,            0.001189
                 358,            0.016617,            0.028263,           0.0026953,             0.98554,             0.97798,             0.98684,             0.79268,            0.015872,             0.01292,           0.0024137,           0.0011643,           0.0011643,           0.0011643
                 359,            0.016162,             0.02707,           0.0025497,             0.98686,             0.97792,              0.9873,             0.79439,            0.015654,            0.012887,           0.0023275,           0.0011395,           0.0011395,           0.0011395
                 360,            0.016498,            0.028826,           0.0028312,             0.98856,             0.97947,             0.98755,             0.79886,            0.015486,            0.012781,           0.0021693,           0.0011148,           0.0011148,           0.0011148
                 361,            0.016371,            0.025511,           0.0027062,             0.98867,             0.98021,             0.98756,             0.80275,            0.015456,            0.012736,           0.0022329,             0.00109,             0.00109,             0.00109
                 362,            0.016338,            0.027085,           0.0027106,             0.98853,             0.98094,             0.98718,             0.79862,            0.015425,            0.012758,           0.0022921,           0.0010653,           0.0010653,           0.0010653
                 363,            0.016328,            0.026503,           0.0027365,              0.9868,             0.97993,             0.98685,             0.79826,            0.015511,            0.012769,           0.0027105,           0.0010405,           0.0010405,           0.0010405
                 364,            0.015886,             0.02746,           0.0025753,               0.984,             0.97966,             0.98667,             0.80169,            0.015628,            0.012851,           0.0030221,           0.0010158,           0.0010158,           0.0010158
                 365,            0.016207,            0.026474,           0.0026805,             0.98782,             0.97663,             0.98658,             0.79843,            0.015541,            0.012847,           0.0026701,            0.000991,            0.000991,            0.000991
                 366,             0.01636,            0.028117,           0.0027859,             0.98814,             0.97793,             0.98662,               0.797,             0.01546,            0.012864,           0.0025934,          0.00096625,          0.00096625,          0.00096625
                 367,            0.016323,            0.025307,           0.0027359,             0.99234,             0.98005,             0.98714,             0.79493,              0.0154,            0.012901,           0.0024573,           0.0009415,           0.0009415,           0.0009415
                 368,            0.016258,            0.026429,           0.0025471,             0.98918,             0.98207,             0.98734,             0.79132,             0.01549,             0.01291,           0.0020386,          0.00091675,          0.00091675,          0.00091675
                 369,            0.016692,            0.027112,           0.0027589,             0.99239,             0.98245,             0.98777,             0.79584,            0.015506,            0.012805,           0.0019964,            0.000892,            0.000892,            0.000892
                 370,             0.01634,            0.026622,           0.0026431,             0.99323,             0.97986,             0.98733,              0.7984,            0.015359,            0.012766,           0.0021996,          0.00086725,          0.00086725,          0.00086725
                 371,            0.016063,            0.027363,           0.0024871,             0.99016,              0.9781,             0.98703,             0.79615,            0.015329,            0.012764,           0.0024708,           0.0008425,           0.0008425,           0.0008425
                 372,            0.016358,            0.027615,           0.0027437,             0.98598,             0.97836,             0.98669,             0.79703,            0.015411,            0.012827,           0.0027885,          0.00081775,          0.00081775,          0.00081775
                 373,            0.015758,            0.027403,           0.0024753,             0.98564,             0.97933,             0.98683,             0.79732,            0.015303,            0.012838,           0.0025249,            0.000793,            0.000793,            0.000793
                 374,            0.016421,            0.027463,           0.0027563,             0.99139,             0.97985,             0.98723,             0.79859,            0.015349,            0.012817,           0.0022053,          0.00076825,          0.00076825,          0.00076825
                 375,            0.016465,            0.027389,           0.0025453,             0.99282,             0.98112,              0.9872,             0.80109,            0.015328,            0.012806,           0.0020209,           0.0007435,           0.0007435,           0.0007435
                 376,             0.01632,            0.026694,           0.0025756,             0.98828,             0.97549,             0.98668,             0.79557,            0.015439,            0.012846,           0.0022007,          0.00071875,          0.00071875,          0.00071875
                 377,            0.015833,            0.027179,           0.0025363,             0.99253,             0.98327,             0.98701,             0.79408,            0.015595,            0.012925,           0.0019165,            0.000694,            0.000694,            0.000694
                 378,             0.01573,            0.025849,            0.002603,             0.99148,             0.98543,             0.98723,             0.79509,              0.0155,            0.012916,           0.0018747,          0.00066925,          0.00066925,          0.00066925
                 379,            0.015858,            0.026516,           0.0025436,              0.9916,             0.98505,             0.98734,             0.79504,            0.015566,            0.012863,           0.0018862,           0.0006445,           0.0006445,           0.0006445
                 380,            0.016045,            0.026282,           0.0024784,             0.99005,               0.985,             0.98735,             0.79848,            0.015478,            0.012853,           0.0019648,          0.00061975,          0.00061975,          0.00061975
                 381,            0.015861,            0.025224,           0.0024384,             0.99026,             0.98454,             0.98738,             0.79178,            0.015487,            0.012859,           0.0019372,            0.000595,            0.000595,            0.000595
                 382,            0.016497,            0.026517,           0.0028079,             0.99023,               0.985,             0.98755,             0.79504,            0.015577,            0.012848,           0.0019975,          0.00057025,          0.00057025,          0.00057025
                 383,            0.016016,            0.027774,           0.0028437,             0.99073,             0.98407,             0.98749,             0.79449,            0.015599,            0.012903,           0.0020183,           0.0005455,           0.0005455,           0.0005455
                 384,            0.015542,            0.025505,           0.0025466,             0.99074,             0.98333,             0.98736,             0.79729,             0.01548,            0.012915,           0.0020864,          0.00052075,          0.00052075,          0.00052075
                 385,             0.01577,            0.024139,           0.0024584,             0.99092,              0.9842,             0.98727,             0.79661,            0.015477,            0.012974,           0.0021412,            0.000496,            0.000496,            0.000496
                 386,            0.015688,            0.026729,            0.002337,             0.99069,             0.98506,             0.98739,             0.79664,            0.015481,            0.012974,            0.002147,          0.00047125,          0.00047125,          0.00047125
                 387,            0.016122,            0.026005,           0.0025087,              0.9895,             0.98543,              0.9874,             0.79751,             0.01544,            0.012917,           0.0021606,           0.0004465,           0.0004465,           0.0004465
                 388,            0.016386,            0.026901,           0.0027336,             0.98982,             0.98445,             0.98728,             0.79615,            0.015414,            0.012906,           0.0021581,          0.00042175,          0.00042175,          0.00042175
                 389,            0.016428,            0.027478,           0.0027726,             0.98812,             0.98352,             0.98732,             0.79553,            0.015351,            0.012902,           0.0021835,            0.000397,            0.000397,            0.000397
                 390,            0.015748,            0.025688,            0.002427,             0.98801,              0.9831,             0.98734,             0.79756,            0.015449,            0.012956,           0.0022314,          0.00037225,          0.00037225,          0.00037225
                 391,            0.015791,            0.026565,           0.0024987,              0.9891,             0.98144,             0.98739,             0.79944,            0.015487,            0.012948,           0.0022811,           0.0003475,           0.0003475,           0.0003475
                 392,            0.016384,            0.027848,           0.0026773,             0.98977,             0.98074,             0.98757,             0.79954,            0.015432,            0.012892,           0.0023066,          0.00032275,          0.00032275,          0.00032275
                 393,            0.016259,            0.024897,           0.0027206,             0.99035,             0.97993,             0.98715,             0.79934,            0.015464,            0.012863,           0.0024839,            0.000298,            0.000298,            0.000298
                 394,            0.015856,            0.025069,           0.0026027,             0.99043,             0.98008,             0.98721,             0.79599,            0.015534,            0.012893,           0.0024532,          0.00027325,          0.00027325,          0.00027325
                 395,            0.015726,            0.026502,           0.0025854,             0.98982,             0.98044,             0.98757,             0.79764,             0.01545,            0.012855,           0.0022779,           0.0002485,           0.0002485,           0.0002485
                 396,            0.015634,            0.026039,           0.0024514,             0.98819,             0.98155,             0.98757,             0.79627,            0.015489,            0.012871,           0.0022017,          0.00022375,          0.00022375,          0.00022375
                 397,            0.015405,            0.024372,           0.0022888,             0.99009,             0.98364,             0.98761,             0.79808,            0.015377,            0.012886,           0.0021326,            0.000199,            0.000199,            0.000199
                 398,            0.016099,            0.028858,           0.0025275,              0.9904,             0.98376,             0.98752,             0.79518,            0.015368,            0.012864,           0.0021248,          0.00017425,          0.00017425,          0.00017425
                 399,            0.015728,            0.025518,           0.0022568,              0.9905,             0.98457,             0.98754,             0.79877,            0.015426,            0.012895,           0.0021219,           0.0001495,           0.0001495,           0.0001495
